Time,GARG_avg_value,Temp,Humid,Pressure
2019-03-21 13:00:00,18.2,15.4000001,51.749962617470715,1016.8000182999999
2019-03-21 14:00:00,18.4,8.75,82.50413807022068,1018.8000182999999
2019-03-21 15:00:00,18.6,13.6000004,41.96009346835972,1027.5
2019-03-21 16:00:00,18.7,14.700000300000001,56.733479913275275,1017.5
2019-03-21 17:00:00,18.8,16.0,51.53463968307817,1017.0
2019-03-21 18:00:00,18.9,9.0,60.47858890041005,1029.0
2019-03-21 19:00:00,18.62857142857143,8.4000001,84.21253694820447,1020.9500122
2019-03-21 20:00:00,18.7,14.700000300000001,56.733479913275275,1017.5
2019-03-21 21:00:00,18.6,12.9000001,56.86287277454029,1025.2999878
2019-03-22 00:00:00,18.65,11.3499999,95.50256363275166,1021.2999878
2019-03-22 01:00:00,18.65,11.3499999,95.50256363275166,1021.2999878
2019-03-22 02:00:00,18.65,11.3499999,95.50256363275166,1021.2999878
2019-03-22 03:00:00,18.65,11.3499999,95.50256363275166,1021.2999878
2019-03-22 05:00:00,18.5,13.9500003,58.68198139020108,1016.2000122
2019-03-22 06:00:00,18.3,8.3999996,70.11527855462818,1030.6999512
2019-03-22 07:00:00,18.2,15.4000001,51.749962617470715,1016.8000182999999
2019-03-22 08:00:00,18.15,10.8999996,73.32944451074705,1011.4500122
2019-03-22 10:00:00,18.3,8.1999998,76.53512316031825,1029.0499878
2019-03-22 11:00:00,18.366666666666667,13.9000001,81.61028057546369,1023.5499878
2019-03-22 12:00:00,18.33333333333333,14.0,48.517157057826005,1026.6999512
2019-03-22 13:00:00,18.366666666666667,13.9000001,81.61028057546369,1023.5499878
2019-03-22 14:00:00,18.5,13.9500003,58.68198139020108,1016.2000122
2019-03-22 15:00:00,18.45,10.6500001,80.99970171576629,1012.8000182999999
2019-03-22 16:00:00,18.45,10.6500001,80.99970171576629,1012.8000182999999
2019-03-22 17:00:00,18.433333333333334,8.9500003,67.42304747926369,1017.0
2019-03-22 18:00:00,17.95,8.10000015,57.14327914856727,1023.2000122
2019-03-22 19:00:00,18.15,10.8999996,73.32944451074705,1011.4500122
2019-03-22 20:00:00,18.25,12.5999999,67.46095416600483,1008.5499878
2019-03-22 21:00:00,18.25,12.5999999,67.46095416600483,1008.5499878
2019-03-22 23:00:00,18.2,15.4000001,51.749962617470715,1016.8000182999999
2019-03-23 00:00:00,18.15,10.8999996,73.32944451074705,1011.4500122
2019-03-23 02:00:00,18.25,12.5999999,67.46095416600483,1008.5499878
2019-03-23 03:00:00,18.1,11.400000350000001,59.99467509238069,1014.3999939
2019-03-23 05:00:00,18.0,15.6000004,34.20926100976676,1012.4500122
2019-03-23 06:00:00,18.05,5.5999999,75.35261251388627,1026.6999512
2019-03-23 08:00:00,17.65,8.6999998,81.15417043271597,1008.6499939
2019-03-23 09:00:00,17.75,13.6000004,36.287549872549626,1023.9000244
2019-03-23 10:00:00,17.75,16.6000004,31.782967246583393,1017.4000244
2019-03-23 11:00:00,17.85,10.20000005,70.31452252488722,1017.5
2019-03-23 12:00:00,17.8,16.3999996,33.228237454829376,1021.5999756
2019-03-23 13:00:00,17.75,16.6000004,31.782967246583393,1017.4000244
2019-03-23 14:00:00,17.95,8.10000015,57.14327914856727,1023.2000122
2019-03-23 15:00:00,18.06,12.4000001,53.19461066035606,1019.1499939
2019-03-23 16:00:00,17.25,4.499999900000001,54.76702066534913,1026.1999817
2019-03-23 17:00:00,17.3375,10.5999999,35.27503435390642,1018.1999817
2019-03-23 18:00:00,17.85,10.20000005,70.31452252488722,1017.5
2019-03-23 19:00:00,17.85,10.20000005,70.31452252488722,1017.5
2019-03-23 22:00:00,17.599999999999998,9.0999999,50.148139501565424,1023.25
2019-03-23 23:00:00,17.54,11.4000001,51.69689826124376,1025.25
2019-03-24 00:00:00,17.85,10.20000005,70.31452252488722,1017.5
2019-03-24 01:00:00,17.9,14.900000600000002,46.770903718744705,1017.1000061
2019-03-24 02:00:00,17.95,8.10000015,57.14327914856727,1023.2000122
2019-03-24 03:00:00,18.0,15.6000004,34.20926100976676,1012.4500122
2019-03-24 05:00:00,17.933333333333334,14.4000001,54.984343026982984,1011.8000182999999
2019-03-24 06:00:00,17.95,7.0,79.41051677500359,1024.0
2019-03-24 07:00:00,17.8,12.7999997,31.46353806527913,1022.0999756
2019-03-24 09:00:00,17.733333333333334,13.6000004,40.17997407760489,1021.9000244
2019-03-24 10:00:00,17.75,16.6000004,31.782967246583393,1017.4000244
2019-03-24 11:00:00,17.733333333333334,11.4000001,34.93940637666689,1022.5
2019-03-24 12:00:00,17.759999999999998,17.0,34.360283268538744,1019.7999878
